,label
1061,1
1062,1
1063,1
1064,0
1065,1
1066,1
1067,0
1068,1
1069,0
1070,0
1071,0
1072,1
1073,1
1074,1
1075,0
1076,1
1077,1
1078,1
1079,0
1080,0
1081,0
1082,1
1083,0
1084,1
1085,0
1086,1
1087,1
1088,1
1089,0
1090,0
1091,0
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,0
1099,0
1100,1
1101,1
1102,1
1103,0
1104,1
1105,0
1106,1
1107,0
1108,0
1109,1
1110,1
1111,1
1112,0
1113,1
1114,1
1115,1
1116,1
1117,1
1118,0
1119,0
1120,0
1121,1
1122,1
1123,1
1124,1
1125,0
1126,1
1127,1
1128,1
1129,0
1130,1
1131,1
1132,0
1133,0
1134,1
1135,0
1136,1
1137,0
1138,1
1139,1
1140,1
1141,0
1142,0
1143,1
1144,1
1145,1
1146,1
1147,1
1148,0
1149,1
1150,0
1151,1
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,1
1159,1
1160,1
1161,0
1162,1
1163,0
1164,0
1165,1
1166,0
1167,0
1168,0
1169,1
1170,1
1171,1
1172,1
1173,1
1174,0
1175,1
1176,0
1177,0
1178,1
1179,1
1180,0
1181,1
1182,1
1183,1
1184,0
1185,0
1186,1
1187,0
1188,1
1189,1
1190,0
1191,1
1192,1
1193,0
1194,1
1195,0
1196,1
1197,0
1198,0
1199,0
1200,0
1201,0
1202,1
1203,1
1204,1
1205,1
1206,1
1207,0
1208,0
1209,1
1210,1
1211,1
1212,0
1213,1
1214,0
1215,1
1216,1
1217,0
1218,0
1219,1
1220,1
1221,0
1222,1
1223,1
1224,0
1225,1
1226,0
1227,1
1228,1
1229,0
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,0
1240,0
1241,0
1242,1
1243,1
1244,0
1245,0
1246,1
1247,0
1248,1
1249,1
1250,1
1251,0
1252,1
1253,1
1254,0
1255,1
1256,1
1257,0
1258,1
1259,0
1260,1
1261,1
1262,1
1263,1
1264,0
1265,0
1266,1
1267,1
1268,1
1269,1
1270,1
1271,0
1272,1
1273,1
1274,1
1275,0
1276,1
1277,1
1278,1
1279,1
1280,1
1281,0
1282,1
1283,1
1284,1
1285,1
1286,0
1287,1
1288,0
1289,0
1290,1
1291,1
1292,1
1293,0
1294,0
1295,1
1296,0
1297,0
1298,1
1299,0
1300,0
1301,1
1302,1
1303,0
1304,1
1305,0
1306,0
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,0
1314,0
1315,0
1316,1
1317,0
1318,1
1319,1
1320,0
1321,0
1322,0
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,0
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,0
1339,1
1340,0
1341,0
1342,1
1343,1
1344,0
1345,0
1346,0
1347,0
1348,0
1349,1
1350,1
1351,1
1352,0
1353,1
1354,0
1355,0
1356,1
1357,1
1358,0
1359,1
1360,0
1361,1
1362,1
1363,1
1364,0
1365,1
1366,0
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,0
1374,0
1375,1
1376,0
1377,1
1378,1
1379,0
1380,1
1381,1
1382,1
1383,0
1384,1
1385,1
1386,0
1387,1
1388,1
1389,0
1390,1
1391,0
1392,1
1393,1
1394,1
1395,1
1396,0
1397,0
1398,1
1399,0
1400,1
1401,0
1402,1
1403,0
1404,1
1405,1
1406,1
1407,0
1408,1
1409,1
1410,0
1411,1
1412,0
1413,1
1414,0
1415,0
1416,1
1417,1
1418,0
1419,0
1420,1
1421,1
1422,0
1423,1
1424,0
1425,1
1426,1
1427,0
1428,0
1429,0
1430,0
1431,1
1432,0
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,1
1441,0
1442,0
1443,0
1444,1
1445,0
1446,1
1447,0
1448,0
1449,1
1450,1
1451,1
1452,0
1453,1
1454,0
1455,0
1456,0
1457,0
1458,1
1459,0
1460,1
1461,1
1462,1
1463,0
1464,1
1465,1
1466,1
1467,0
1468,0
1469,1
1470,0
1471,0
1472,1
1473,0
1474,1
1475,1
1476,0
1477,1
1478,1
1479,0
1480,0
1481,0
1482,0
1483,1
1484,1
1485,0
1486,1
1487,1
1488,1
1489,0
1490,0
1491,0
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,0
1504,1
1505,0
1506,0
1507,1
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,1
1515,1
1516,0
1517,0
1518,1
1519,1
1520,1
1521,0
1522,1
1523,1
1524,1
1525,1
1526,0
1527,0
1528,1
1529,0
1530,0
1531,0
1532,1
1533,0
1534,1
1535,1
1536,0
1537,0
1538,1
1539,0
1540,1
1541,0
1542,1
1543,1
1544,0
1545,0
1546,1
1547,0
1548,1
1549,0
1550,1
1551,1
1552,0
1553,0
1554,0
1555,0
1556,0
1557,1
1558,1
1559,1
1560,0
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,0
1568,1
1569,1
1570,0
1571,0
1572,1
1573,1
1574,1
1575,1
1576,1
1577,0
1578,0
1579,0
1580,0
1581,0
1582,1
1583,0
1584,1
1585,1
1586,1
1587,1
1588,0
1589,0
1590,1
1591,1
1592,0
1593,1
1594,1
1595,0
1596,0
1597,1
1598,1
1599,1
1600,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,0
1608,0
1609,0
1610,1
1611,1
1612,0
1613,1
1614,0
1615,1
1616,1
1617,0
1618,0
1619,1
1620,0
1621,1
1622,0
1623,1
1624,0
1625,0
1626,1
1627,1
1628,1
1629,1
1630,1
1631,0
1632,1
1633,1
1634,0
1635,1
1636,0
1637,1
1638,1
1639,0
1640,1
1641,1
1642,1
1643,1
1644,0
1645,1
1646,0
1647,0
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,0
1655,0
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,0
1665,1
1666,0
1667,0
1668,0
1669,0
1670,1
1671,1
1672,1
1673,1
1674,1
1675,0
1676,0
1677,1
1678,0
1679,0
1680,1
1681,0
1682,1
1683,0
1684,1
1685,0
1686,0
1687,1
1688,1
1689,0
1690,1
1691,0
1692,0
1693,1
1694,1
1695,1
1696,0
1697,0
1698,1
1699,1
1700,0
1701,0
1702,1
1703,0
1704,1
1705,1
1706,0
1707,0
1708,1
1709,0
1710,0
1711,1
1712,1
1713,1
1714,1
1715,0
1716,1
1717,0
1718,0
1719,0
1720,1
1721,0
1722,0
1723,0
1724,1
1725,0
1726,0
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,0
1734,1
1735,0
1736,0
1737,0
1738,1
1739,0
1740,1
1741,0
1742,1
1743,0
1744,1
1745,1
1746,1
1747,0
1748,0
1749,0
1750,0
1751,1
1752,1
1753,0
1754,0
1755,1
1756,1
1757,1
1758,1
1759,1
1760,0
1761,0
1762,1
1763,1
1764,1
1765,1
1766,1
1767,0
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,0
1782,1
1783,1
1784,0
1785,1
1786,1
1787,0
1788,1
1789,0
1790,1
1791,1
1792,0
1793,1
1794,1
1795,0
1796,0
1797,1
1798,0
1799,1
1800,0
1801,0
1802,0
1803,1
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,1
1813,1
1814,1
1815,0
1816,0
1817,1
1818,0
1819,1
1820,1
1821,0
1822,1
1823,1
1824,0
1825,1
1826,1
1827,1
1828,0
1829,1
1830,0
1831,1
1832,0
1833,1
1834,0
1835,1
1836,1
1837,0
1838,0
1839,0
1840,1
1841,1
1842,0
1843,0
1844,1
1845,0
1846,1
1847,1
1848,0
1849,0
1850,0
1851,0
1852,0
1853,1
1854,1
1855,1
1856,0
1857,1
1858,1
1859,1
1860,0
1861,0
1862,0
1863,0
1864,1
1865,1
1866,0
1867,0
1868,0
1869,0
1870,1
1871,1
1872,0
1873,1
1874,0
1875,1
1876,1
1877,0
1878,0
1879,1
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,1
1891,1
1892,0
1893,1
1894,1
1895,1
1896,0
1897,0
1898,0
1899,0
1900,0
1901,1
1902,0
1903,0
1904,1
1905,1
1906,1
1907,1
1908,0
1909,0
1910,1
1911,0
1912,0
1913,0
1914,0
1915,0
1916,1
1917,1
1918,1
1919,1
1920,0
1921,1
1922,0
1923,1
1924,1
1925,1
1926,0
1927,1
1928,0
1929,1
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,1
1938,1
1939,0
1940,1
1941,1
1942,1
1943,1
1944,0
1945,1
1946,0
1947,1
1948,1
1949,0
1950,0
1951,0
1952,1
1953,1
1954,0
1955,0
1956,1
1957,1
1958,1
1959,0
1960,0
1961,0
1962,0
1963,1
1964,1
1965,0
1966,0
1967,1
1968,1
1969,1
1970,0
1971,1
1972,1
1973,0
1974,0
1975,0
1976,1
1977,0
1978,1
1979,1
1980,0
1981,1
1982,1
1983,0
1984,0
1985,1
1986,0
1987,1
1988,1
1989,1
1990,1
1991,0
1992,1
1993,1
1994,1
1995,1
1996,1
1997,0
1998,0
1999,0
2000,1
2001,0
2002,1
2003,1
2004,1
2005,0
2006,0
2007,0
2008,1
2009,1
2010,0
2011,1
2012,1
2013,1
2014,1
2015,0
2016,1
2017,1
2018,1
2019,0
2020,0
2021,0
2022,1
2023,1
2024,0
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,0
2032,0
2033,1
2034,0
2035,1
2036,1
2037,0
2038,0
2039,0
2040,0
2041,1
2042,1
2043,1
2044,1
2045,0
2046,1
2047,1
2048,0
2049,0
2050,0
2051,0
2052,1
2053,1
2054,1
2055,0
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,0
2063,1
2064,0
2065,1
2066,1
2067,0
2068,1
2069,1
2070,0
2071,0
2072,0
2073,1
2074,0
2075,0
2076,1
2077,0
2078,1
2079,0
2080,1
2081,0
2082,1
2083,0
2084,0
2085,0
2086,1
2087,0
2088,0
2089,1
2090,1
2091,1
2092,0
2093,1
2094,0
2095,0
2096,1
2097,1
2098,1
2099,0
2100,1
2101,1
2102,0
2103,0
2104,0
2105,1
2106,1
2107,1
2108,0
2109,0
2110,0
2111,1
2112,0
2113,1
2114,1
2115,1
2116,1
2117,1
2118,0
2119,1
2120,0
2121,0
2122,0
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
2131,1
2132,0
2133,1
2134,1
2135,1
2136,1
2137,0
2138,1
2139,0
2140,0
2141,1
2142,0
2143,1
2144,1
2145,0
2146,0
2147,0
2148,1
2149,0
2150,0
2151,1
2152,1
2153,0
2154,1
2155,1
2156,1
2157,1
2158,1
2159,0
2160,0
2161,0
2162,0
2163,0
2164,1
2165,1
2166,1
2167,1
2168,1
2169,0
2170,0
2171,1
2172,0
2173,0
2174,0
2175,0
2176,1
2177,0
2178,0
2179,1
2180,0
2181,0
2182,0
2183,1
2184,1
2185,0
2186,0
2187,0
2188,1
2189,1
2190,0
2191,1
2192,1
2193,0
2194,0
2195,0
2196,0
2197,0
2198,1
2199,1
2200,1
2201,1
2202,0
2203,0
2204,0
2205,1
2206,0
2207,0
2208,0
2209,0
2210,1
2211,1
2212,1
2213,0
2214,0
2215,1
2216,0
2217,1
2218,0
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,0
2229,1
2230,1
2231,1
2232,0
2233,0
2234,1
2235,0
2236,0
2237,1
2238,1
2239,1
2240,0
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,0
2248,1
2249,0
2250,1
2251,1
2252,1
2253,0
2254,1
2255,1
2256,1
2257,0
2258,1
2259,1
2260,1
2261,0
2262,0
2263,1
2264,0
2265,1
2266,1
2267,0
2268,1
2269,0
2270,1
2271,1
2272,0
2273,1
2274,0
2275,1
2276,1
2277,1
2278,0
2279,1
2280,0
2281,0
2282,0
2283,1
2284,0
2285,1
2286,1
2287,1
2288,0
2289,1
2290,0
2291,0
2292,0
2293,1
2294,0
2295,1
2296,0
2297,0
2298,0
2299,0
2300,0
2301,1
2302,1
2303,0
2304,0
2305,0
2306,1
2307,0
2308,1
2309,0
2310,0
2311,0
2312,1
2313,0
2314,1
2315,0
2316,1
2317,1
2318,1
2319,0
2320,1
2321,1
2322,0
2323,0
2324,1
2325,1
2326,1
2327,0
2328,0
2329,1
2330,1
2331,1
2332,1
2333,0
2334,0
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,0
2342,0
2343,0
2344,1
2345,0
2346,1
2347,0
2348,1
2349,0
2350,1
2351,0
2352,0
2353,0
2354,1
2355,1
2356,1
2357,1
2358,1
2359,1
2360,0
2361,1
2362,1
2363,1
2364,1
2365,1
2366,0
2367,1
2368,1
2369,1
2370,0
2371,1
2372,1
2373,1
2374,0
2375,0
2376,1
2377,1
2378,1
2379,1
2380,0
2381,1
2382,0
2383,1
2384,1
2385,1
2386,1
2387,0
2388,1
2389,0
2390,0
2391,0
2392,0
2393,0
2394,1
2395,0
2396,0
2397,1
2398,0
2399,1
2400,1
2401,1
2402,0
2403,0
2404,0
2405,1
2406,0
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,0
2416,0
2417,0
2418,0
2419,1
2420,1
2421,1
2422,1
2423,1
2424,0
2425,1
2426,0
2427,1
2428,1
2429,1
2430,0
2431,1
2432,1
2433,0
2434,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,1
2442,0
2443,1
2444,0
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,0
2452,0
2453,0
2454,1
2455,0
2456,0
2457,0
2458,1
2459,1
2460,0
2461,0
2462,0
2463,1
2464,1
2465,1
2466,0
2467,0
2468,1
2469,1
2470,1
2471,1
2472,0
2473,1
2474,0
2475,1
2476,1
2477,0
2478,1
2479,0
2480,1
2481,1
2482,0
2483,0
2484,1
2485,1
2486,0
2487,1
2488,0
2489,0
2490,1
2491,0
2492,1
2493,0
2494,1
2495,1
2496,1
2497,1
2498,1
2499,0
2500,1
2501,1
2502,1
2503,0
2504,1
2505,1
2506,0
2507,1
2508,0
2509,0
2510,0
2511,0
2512,1
2513,1
2514,0
2515,1
2516,0
2517,1
2518,0
2519,1
2520,1
2521,1
2522,1
2523,1
2524,1
2525,0
2526,1
2527,1
2528,1
2529,1
2530,0
2531,1
2532,1
2533,0
2534,1
2535,1
2536,0
2537,0
2538,1
2539,0
2540,0
2541,1
2542,1
2543,0
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,0
2551,1
2552,1
2553,0
2554,1
2555,1
2556,0
2557,1
2558,1
2559,0
2560,1
2561,0
2562,0
2563,1
2564,1
2565,1
2566,0
2567,0
2568,0
2569,0
2570,0
2571,1
2572,0
2573,0
2574,1
2575,1
2576,0
2577,1
2578,0
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,1
2586,1
2587,1
2588,0
2589,1
2590,0
2591,1
2592,1
2593,1
2594,1
2595,1
2596,1
2597,1
2598,1
2599,0
2600,0
2601,0
2602,0
2603,0
2604,1
2605,1
2606,1
2607,1
2608,1
2609,0
2610,1
2611,0
2612,0
2613,1
2614,1
2615,1
2616,1
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,1
2625,1
2626,1
2627,0
2628,0
2629,0
2630,1
2631,0
2632,0
2633,1
2634,0
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,1
2642,1
2643,1
2644,0
2645,0
2646,0
2647,1
2648,1
2649,0
2650,1
2651,1
2652,0
2653,1
2654,1
2655,0
2656,1
2657,0
2658,0
2659,1
2660,1
2661,0
2662,1
2663,0
2664,0
2665,0
2666,0
2667,1
2668,1
2669,0
2670,0
2671,0
2672,0
2673,1
2674,1
2675,1
2676,0
2677,0
2678,0
2679,1
2680,1
2681,1
2682,0
2683,1
2684,1
2685,0
2686,1
2687,1
2688,1
2689,1
2690,0
2691,0
2692,1
2693,1
2694,1
2695,1
2696,1
2697,1
2698,1
2699,0
2700,1
2701,1
2702,1
2703,0
2704,1
2705,0
2706,1
2707,1
2708,1
2709,1
2710,1
2711,0
2712,0
2713,0
2714,1
2715,1
2716,1
2717,0
2718,1
2719,0
2720,1
2721,1
2722,1
2723,0
2724,1
2725,0
2726,0
2727,1
2728,1
2729,1
2730,0
2731,0
2732,0
2733,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,0
2741,0
2742,0
2743,0
2744,1
2745,0
2746,1
2747,0
2748,0
2749,1
2750,0
2751,1
2752,0
2753,1
2754,0
2755,1
2756,1
2757,1
2758,0
2759,1
2760,1
2761,0
2762,0
2763,1
2764,0
2765,1
2766,1
2767,1
2768,0
2769,1
2770,0
2771,1
2772,0
2773,0
2774,1
2775,0
2776,1
2777,0
2778,0
2779,1
2780,1
2781,1
2782,0
2783,0
2784,1
2785,0
2786,0
2787,1
2788,1
2789,0
2790,0
2791,1
2792,0
2793,0
2794,0
2795,1
2796,0
2797,0
2798,1
2799,1
2800,0
2801,1
2802,1
2803,0
2804,0
2805,1
2806,1
2807,1
2808,0
2809,0
2810,0
2811,0
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,1
2819,1
2820,0
2821,1
2822,1
2823,0
2824,0
2825,0
2826,0
2827,1
2828,1
2829,1
2830,1
2831,1
2832,0
2833,0
2834,0
2835,0
2836,0
2837,1
2838,0
2839,0
2840,0
2841,1
2842,1
2843,0
2844,1
2845,0
2846,0
2847,0
2848,1
2849,0
2850,0
2851,0
2852,1
2853,0
2854,1
2855,0
2856,1
2857,0
2858,1
2859,1
2860,1
2861,1
2862,1
2863,0
2864,0
2865,0
2866,1
2867,0
2868,0
2869,1
2870,0
2871,1
2872,0
2873,1
2874,0
2875,0
2876,1
2877,1
2878,1
2879,0
2880,1
2881,0
2882,1
2883,1
2884,0
2885,1
2886,0
2887,1
2888,0
2889,0
2890,0
2891,1
2892,1
2893,1
2894,1
2895,1
2896,1
2897,1
2898,1
2899,1
2900,0
2901,0
2902,1
2903,1
2904,1
2905,1
2906,0
2907,0
2908,0
2909,0
2910,1
2911,0
2912,1
2913,1
2914,0
2915,1
2916,0
2917,1
2918,0
2919,1
2920,1
2921,0
2922,1
2923,0
2924,1
2925,0
2926,0
2927,0
2928,0
2929,1
2930,1
2931,1
2932,1
2933,0
2934,1
2935,0
2936,1
2937,0
2938,1
2939,1
2940,0
2941,1
2942,1
2943,1
2944,0
2945,0
2946,1
2947,1
2948,1
2949,0
2950,0
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,0
2958,1
2959,1
2960,1
2961,1
2962,0
2963,1
2964,0
2965,1
2966,0
2967,0
2968,0
2969,0
2970,1
2971,1
2972,1
2973,0
2974,1
2975,0
2976,1
2977,0
2978,0
2979,0
2980,0
2981,0
2982,1
2983,0
2984,1
2985,0
2986,0
2987,0
2988,0
2989,1
2990,1
2991,1
2992,0
2993,0
2994,1
2995,1
2996,1
2997,0
